태양광비율,에너지자립률,최종등급
0.006119055469780953,2.227622519238558,5
0.005393523145786008,2.228224172856178,인증불가
0.0061245630138930885,2.2306340408273626,인증불가
0.007736646687733498,2.240325865580448,5
0.005289092003777686,2.241847826086956,인증불가
0.006633657280430065,2.2453373598411765,인증불가
0.00507202588399145,2.2469823584029713,인증불가
0.004837688063325599,2.2476501838986516,인증불가
0.009951242464908257,2.248359450640083,5
0.008993602376628568,2.2486526667905595,5
0.010016942810461314,2.250325460293844,5
0.005318290328954431,2.254098360655737,인증불가
0.009859727396518754,2.2570415967170305,인증불가
0.00498808879976174,2.258076133539814,인증불가
0.017264155844031487,2.2663919524906073,인증불가
0.005071509252684911,2.26832468912079,인증불가
0.011565167674665628,2.2721404595920474,인증불가
0.0049555033774728125,2.2723004694835685,인증불가
0.009635869332151638,2.275483272701334,5
0.01111681928521643,2.2788844621513946,인증불가
0.00518512861973453,2.2806538195727994,인증불가
0.01501070635064473,2.282157676348547,인증불가
0.01476740761164269,2.2850020772746156,인증불가
0.014455808084712897,2.286343073725394,인증불가
0.005318549033341841,2.3007204276086455,5
0.005239969412149974,2.3028611304954643,인증불가
0.005523567941629032,2.3059261970518747,인증불가
0.009659422727578552,2.31048310101203,5
0.011991817817040108,2.312793142487466,인증불가
0.008669601199673211,2.3130772711544094,인증불가
0.005137860660900618,2.314094941918961,인증불가
0.0086867272621388,2.3187183811129852,인증불가
0.0049014495599691964,2.32722143864598,인증불가
0.005267229836671279,2.3275845926258825,인증불가
0.008799620293651528,2.3312140478353007,인증불가
0.008871063355694084,2.331496396778296,5
0.007063748624448687,2.331684667406884,인증불가
0.009717657181844652,2.332155477031802,5
0.01378657668317924,2.33682514101531,인증불가
0.004867040318610999,2.340878313019927,인증불가
0.006166255289139633,2.3413046200075125,5
0.005284426668435842,2.3416711016498137,인증불가
0.012455712390020015,2.34208658623137,인증불가
0.008753869299737177,2.3502916209505114,인증불가
0.011168075273113838,2.351852442799247,인증불가
0.010580653405185577,2.3539094650205765,인증불가
0.00788878187811734,2.357479639948564,5
0.008827966532435684,2.365796273040893,인증불가
0.01287888723579165,2.3746031746031746,인증불가
0.006660259194075564,2.3755287992190044,인증불가
0.013448634537333526,2.375809935205184,인증불가
0.0054874447141540945,2.380556017979025,인증불가
0.00584735229785486,2.38219699798372,인증불가
0.0135223914796869,2.3841022321051595,인증불가
0.007736141740989409,2.390265102129509,인증불가
0.005279820891215569,2.396514161220044,인증불가
0.005039906638333496,2.4009978172747113,인증불가
0.0051927013947338715,2.405340085165151,인증불가
